gene,hotspot_freq_luad,n_luad_lines_hotspot,n_luad_lines_screened_hotspot,mean_expr_logTPM,std_expr_logTPM,n_luad_lines_expr,mean_copy_number,n_luad_lines_cn,mean_crispr_dependency,n_luad_lines_crispr_dependency,mean_crispr_effect,n_luad_lines_crispr_effect
ENSG00000258790,,,,,,,1.3468,45.0,,,,
ENSG00000258830,,,,,,,1.1549,45.0,,,,
ENSG00000258864,,,,,,,1.04,45.0,,,,
ENSG00000258881,,,,,,,1.18,45.0,,,,
ENSG00000258989,,,,,,,1.3314,45.0,,,,
ENSG00000259060,,,,,,,1.2201,45.0,,,,
ENSG00000259066,,,,,,,1.1358,45.0,,,,
ENSG00000259132,,,,,,,1.2336,45.0,,,,
ENSG00000259164,,,,,,,1.2804,45.0,,,,
ENSG00000259171,,,,,,,1.1844,45.0,,,,
ENSG00000259316,,,,,,,1.0551,45.0,,,,
ENSG00000259371,,,,,,,1.2034,45.0,,,,
ENSG00000259522,,,,,,,1.2178,45.0,,,,
ENSG00000259529,,,,,,,1.2171,45.0,,,,
ENSG00000259753,,,,,,,1.1966,45.0,,,,
ENSG00000259784,,,,,,,0.9619,45.0,,,,
ENSG00000259900,,,,,,,1.1921,45.0,,,,
ENSG00000260007,,,,,,,1.0866,45.0,,,,
ENSG00000260092,,,,,,,1.1509,45.0,,,,
ENSG00000260170,,,,,,,0.9677,45.0,,,,
ENSG00000260234,,,,,,,1.176,45.0,,,,
ENSG00000260272,,,,,,,0.9872,45.0,,,,
ENSG00000260342,,,,,,,1.0359,45.0,,,,
ENSG00000260371,,,,,,,1.1839,45.0,,,,
ENSG00000260537,,,,,,,1.0951,45.0,,,,
ENSG00000260643,,,,,,,1.0792,45.0,,,,
ENSG00000260729,,,,,,,1.1082,45.0,,,,
ENSG00000260836,,,,,,,1.0982,45.0,,,,
ENSG00000260851,,,,,,,1.1304,45.0,,,,
ENSG00000260861,,,,,,,0.3745,45.0,,,,
ENSG00000260914,,,,,,,1.1958,45.0,,,,
ENSG00000261130,,,,,,,0.9873,45.0,,,,
ENSG00000261147,,,,,,,1.1466,45.0,,,,
ENSG00000261459,,,,,,,1.0394,45.0,,,,
ENSG00000261582,,,,,,,1.3369,45.0,,,,
ENSG00000261611,,,,,,,1.1836,45.0,,,,
ENSG00000261717,,,,,,,1.1548,45.0,,,,
ENSG00000261732,,,,,,,0.9954,45.0,,,,
ENSG00000261793,,,,,,,1.327,45.0,,,,
ENSG00000261832,,,,,,,0.9977,45.0,,,,
ENSG00000261884,,,,,,,1.1405,45.0,,,,
ENSG00000261915,,,,,,,0.9681,45.0,,,,
ENSG00000262302,,,,,,,0.9707,45.0,,,,
ENSG00000262304,,,,,,,0.9505,45.0,,,,
ENSG00000262526,,,,,,,1.0489,45.0,,,,
ENSG00000262560,,,,,,,0.9412,45.0,,,,
ENSG00000262633,,,,,,,1.1141,45.0,,,,
ENSG00000262660,,,,,,,1.2415,45.0,,,,
ENSG00000262730,,,,,,,0.9804,45.0,,,,
ENSG00000263020,,,,,,,1.0805,45.0,,,,
ENSG00000263464,,,,,,,,0.0,,,,
ENSG00000263620,,,,,,,0.9574,45.0,,,,
ENSG00000263809,,,,,,,1.007,45.0,,,,
ENSG00000264058,,,,,,,1.2025,45.0,,,,
ENSG00000264187,,,,,,,1.044,45.0,,,,
ENSG00000264324,,,,,,,1.2002,45.0,,,,
ENSG00000264545,,,,,,,0.4512,45.0,,,,
ENSG00000264668,,,,,,,1.3474,45.0,,,,
ENSG00000264813,,,,,,,1.227,45.0,,,,
ENSG00000265118,,,,,,,1.0103,45.0,,,,
ENSG00000265303,,,,,,,1.0803,45.0,,,,
ENSG00000265690,,,,,,,1.1953,45.0,,,,
ENSG00000266076,,,,,,,1.1471,45.0,,,,
ENSG00000266086,,,,,,,1.3106,45.0,,,,
ENSG00000266202,,,,,,,1.0951,45.0,,,,
ENSG00000266302,,,,,,,,0.0,,,,
ENSG00000266728,,,,,,,1.0556,45.0,,,,
ENSG00000266953,,,,,,,1.0973,45.0,,,,
ENSG00000266997,,,,,,,0.8257,45.0,,,,
ENSG00000267001,,,,,,,0.8563,45.0,,,,
ENSG00000267022,,,,,,,1.121,45.0,,,,
ENSG00000267059,,,,,,,0.8951,45.0,,,,
ENSG00000267110,,,,,,,0.9176,45.0,,,,
ENSG00000267120,,,,,,,1.119,45.0,,,,
ENSG00000267127,,,,,,,0.8143,45.0,,,,
ENSG00000267140,,,,,,,0.8857,45.0,,,,
ENSG00000267157,,,,,,,0.9059,45.0,,,,
ENSG00000267168,,,,,,,1.2647,45.0,,,,
ENSG00000267173,,,,,,,1.1041,45.0,,,,
ENSG00000267179,,,,,,,0.8866,45.0,,,,
ENSG00000267228,,,,,,,0.8062,45.0,,,,
ENSG00000267261,,,,,,,1.1383,45.0,,,,
ENSG00000267303,,,,,,,0.8993,45.0,,,,
ENSG00000267314,,,,,,,0.8296,45.0,,,,
ENSG00000267318,,,,,,,1.1863,45.0,,,,
ENSG00000267335,,,,,,,,0.0,,,,
ENSG00000267360,,,,,,,1.0471,45.0,,,,
ENSG00000267385,,,,,,,0.906,45.0,,,,
ENSG00000267426,,,,,,,1.163,45.0,,,,
ENSG00000267477,,,,,,,0.9023,45.0,,,,
ENSG00000267552,,,,,,,1.0891,45.0,,,,
ENSG00000267561,,,,,,,1.1236,45.0,,,,
ENSG00000267618,,,,,,,1.0593,45.0,,,,
ENSG00000267645,,,,,,,,0.0,,,,
ENSG00000267699,,,,,,,0.7994,45.0,,,,
ENSG00000267706,,,,,,,1.0513,45.0,,,,
ENSG00000267740,,,,,,,0.8401,45.0,,,,
ENSG00000267748,,,,,,,1.1432,45.0,,,,
ENSG00000267881,,,,,,,1.1295,45.0,,,,
ENSG00000267952,,,,,,,0.8795,45.0,,,,
ENSG00000268083,,,,,,,1.0852,45.0,,,,
ENSG00000268107,,,,,,,1.0719,45.0,,,,
ENSG00000268133,,,,,,,1.1127,45.0,,,,
ENSG00000268163,,,,,,,1.1058,45.0,,,,
ENSG00000268173,,,,,,,0.9415,45.0,,,,
ENSG00000268193,,,,,,,0.9334,45.0,,,,
ENSG00000268279,,,,,,,0.9103,45.0,,,,
ENSG00000268361,,,,,,,1.0597,45.0,,,,
ENSG00000268400,,,,,,,0.9193,45.0,,,,
ENSG00000268434,,,,,,,1.0803,45.0,,,,
ENSG00000268465,,,,,,,1.0701,45.0,,,,
ENSG00000268500,,,,,,,0.7601,45.0,,,,
ENSG00000268533,,,,,,,1.1199,45.0,,,,
ENSG00000268614,,,,,,,0.8773,45.0,,,,
ENSG00000268643,,,,,,,1.0683,45.0,,,,
ENSG00000268750,,,,,,,1.0334,45.0,,,,
ENSG00000268790,,,,,,,0.9692,45.0,,,,
ENSG00000268797,,,,,,,1.0186,45.0,,,,
ENSG00000268870,,,,,,,0.9375,45.0,,,,
ENSG00000269026,,,,,,,1.0978,45.0,,,,
ENSG00000269035,,,,,,,0.8596,45.0,,,,
ENSG00000269095,,,,,,,0.9371,45.0,,,,
ENSG00000269179,,,,,,,1.0569,45.0,,,,
ENSG00000269237,,,,,,,0.9773,45.0,,,,
ENSG00000269242,,,,,,,0.822,45.0,,,,
ENSG00000269307,,,,,,,0.9423,45.0,,,,
ENSG00000269403,,,,,,,0.9692,45.0,,,,
ENSG00000269469,,,,,,,0.9906,45.0,,,,
ENSG00000269476,,,,,,,1.059,45.0,,,,
ENSG00000269533,,,,,,,1.1041,45.0,,,,
ENSG00000269547,,,,,,,1.1142,45.0,,,,
ENSG00000269590,,,,,,,0.9447,45.0,,,,
ENSG00000269693,,,,,,,0.8833,45.0,,,,
ENSG00000269711,,,,,,,0.8848,45.0,,,,
ENSG00000269741,,,,,,,0.9859,45.0,,,,
ENSG00000269755,,,,,,,0.9105,45.0,,,,
ENSG00000269825,,,,,,,1.0029,45.0,,,,
ENSG00000270099,,,,,,,1.0119,45.0,,,,
ENSG00000270149,,,,,,,1.1842,45.0,,,,
ENSG00000270249,,,,,,,,0.0,,,,
ENSG00000270299,,,,,,,1.0669,45.0,,,,
ENSG00000271698,,,,,,,1.3918,45.0,,,,
ENSG00000271741,,,,,,,1.0661,45.0,,,,
ENSG00000271793,,,,,,,0.8974,45.0,,,,
ENSG00000271810,,,,,,,1.0567,45.0,,,,
ENSG00000271949,,,,,,,1.1482,45.0,,,,
ENSG00000272104,,,,,,,0.9057,45.0,,,,
ENSG00000272162,,,,,,,0.9797,45.0,,,,
ENSG00000272196,,,,,,,,0.0,,,,
ENSG00000272297,,,,,,,0.8766,45.0,,,,
ENSG00000272305,,,,,,,0.8421,45.0,,,,
ENSG00000272410,,,,,,,0.8908,45.0,,,,
ENSG00000272442,,,,,,,1.033,45.0,,,,
ENSG00000272617,,,,,,,1.24,45.0,,,,
ENSG00000272647,,,,,,,1.3047,45.0,,,,
ENSG00000272741,,,,,,,1.1029,45.0,,,,
ENSG00000272772,,,,,,,1.0484,45.0,,,,
ENSG00000272822,,,,,,,1.119,45.0,,,,
ENSG00000272896,,,,,,,1.1991,45.0,,,,
ENSG00000272897,,,,,,,1.4835,45.0,,,,
ENSG00000272916,,,,,,,1.0427,45.0,,,,
ENSG00000272921,,,,,,,1.0954,45.0,,,,
ENSG00000273025,,,,,,,1.1259,45.0,,,,
ENSG00000273047,,,,,,,1.394,45.0,,,,
ENSG00000273049,,,,,,,1.2271,45.0,,,,
ENSG00000273088,,,,,,,1.367,45.0,,,,
ENSG00000273154,,,,,,,1.2951,45.0,,,,
ENSG00000273155,,,,,,,1.134,45.0,,,,
ENSG00000273167,,,,,,,0.8153,45.0,,,,
ENSG00000273171,,,,,,,1.0731,45.0,,,,
ENSG00000273217,,,,,,,1.0121,45.0,,,,
ENSG00000273259,,,,,,,1.1034,45.0,,,,
ENSG00000273269,,,,,,,1.2,45.0,,,,
ENSG00000273291,,,,,,,0.8872,45.0,,,,
ENSG00000273398,,,,,,,1.1549,45.0,,,,
ENSG00000273590,,,,,,,,0.0,,,,
ENSG00000273734,,,,,,,0.8749,45.0,,,,
ENSG00000274276,,,,,,,,0.0,,,,
ENSG00000274322,,,,,,,1.0881,45.0,,,,
ENSG00000274559,,,,,,,,0.0,,,,
ENSG00000274944,,,,,,,1.0024,45.0,,,,
ENSG00000275163,,,,,,,1.1004,45.0,,,,
ENSG00000275464,,,,,,,,0.0,,,,
ENSG00000275674,,,,,,,1.1482,45.0,,,,
ENSG00000275778,,,,,,,1.0588,45.0,,,,
ENSG00000275895,,,,,,,,0.0,,,,
ENSG00000275993,,,,,,,,0.0,,,,
ENSG00000276076,,,,,,,,0.0,,,,
ENSG00000276087,,,,,,,1.2064,45.0,,,,
ENSG00000276289,,,,,,,,0.0,,,,
ENSG00000276302,,,,,,,0.9763,45.0,,,,
ENSG00000276418,,,,,,,1.2991,45.0,,,,
ENSG00000276490,,,,,,,0.9955,45.0,,,,
ENSG00000276612,,,,,,,,0.0,,,,
ENSG00000277117,,,,,,,,0.0,,,,
ENSG00000277277,,,,,,,,0.0,,,,
ENSG00000277611,,,,,,,1.2516,45.0,,,,
ENSG00000277971,,,,,,,1.3299,45.0,,,,
ENSG00000278646,,,,,,,,0.0,,,,
ENSG00000278961,,,,,,,,0.0,,,,
ENSG00000279073,,,,,,,1.2248,45.0,,,,
ENSG00000279493,,,,,,,,0.0,,,,
ENSG00000279686,,,,,,,1.0251,45.0,,,,
ENSG00000279765,,,,,,,1.2595,45.0,,,,
ENSG00000279956,,,,,,,1.1641,45.0,,,,
ENSG00000279983,,,,,,,1.0695,45.0,,,,
ENSG00000280071,,,,,,,,0.0,,,,
ENSG00000280148,,,,,,,0.9084,45.0,,,,
ENSG00000280433,,,,,,,,0.0,,,,
ENSG00000280537,,,,,,,1.0677,45.0,,,,
ENSG00000280571,,,,,,,0.8864,45.0,,,,
ENSG00000280709,,,,,,,,0.0,,,,
ENSG00000280778,,,,,,,1.4337,45.0,,,,
ENSG00000280893,,,,,,,1.0257,45.0,,,,
ENSG00000280987,,,,,,,1.0684,45.0,,,,
ENSG00000281039,,,,,,,1.2541,45.0,,,,
ENSG00000281348,,,,,,,1.0341,45.0,,,,
ENSG00000281593,,,,,,,1.3196,45.0,,,,
ENSG00000281613,,,,,,,0.9106,45.0,,,,
ENSG00000281883,,,,,,,0.8575,45.0,,,,
ENSG00000281938,,,,,,,1.0285,45.0,,,,
ENSG00000282034,,,,,,,1.0777,45.0,,,,
ENSG00000282218,,,,,,,0.9353,45.0,,,,
ENSG00000282246,,,,,,,1.0138,45.0,,,,
ENSG00000282278,,,,,,,0.9895,45.0,,,,
ENSG00000282804,,,,,,,0.9688,45.0,,,,
ENSG00000282936,,,,,,,0.9791,45.0,,,,
ENSG00000282988,,,,,,,0.9545,45.0,,,,
ENSG00000283149,,,,,,,1.1496,45.0,,,,
ENSG00000283189,,,,,,,0.8683,45.0,,,,
ENSG00000283201,,,,,,,0.9313,45.0,,,,
ENSG00000283205,,,,,,,1.0093,45.0,,,,
ENSG00000283208,,,,,,,0.8589,45.0,,,,
ENSG00000283228,,,,,,,1.0623,45.0,,,,
ENSG00000283239,,,,,,,0.809,45.0,,,,
ENSG00000283321,,,,,,,1.3788,45.0,,,,
ENSG00000283486,,,,,,,0.978,45.0,,,,
ENSG00000283515,,,,,,,1.1094,45.0,,,,
ENSG00000283536,,,,,,,1.1193,45.0,,,,
ENSG00000283563,,,,,,,0.9121,45.0,,,,
ENSG00000283580,,,,,,,1.0931,45.0,,,,
ENSG00000283599,,,,,,,0.6779,45.0,,,,
ENSG00000283663,,,,,,,1.0061,45.0,,,,
ENSG00000283761,,,,,,,1.0098,45.0,,,,
ENSG00000283765,,,,,,,1.114,45.0,,,,
ENSG00000283782,,,,,,,1.0547,45.0,,,,
ENSG00000283809,,,,,,,,0.0,,,,
ENSG00000283877,,,,,,,0.8775,45.0,,,,
ENSG00000283886,,,,,,,0.7076,45.0,,,,
ENSG00000283952,,,,,,,1.1109,45.0,,,,
ENSG00000283977,,,,,,,0.9628,45.0,,,,
ENSG00000284057,,,,,,,1.0806,45.0,,,,
ENSG00000284292,,,,,,,1.2153,45.0,,,,
ENSG00000284299,,,,,,,1.0961,45.0,,,,
ENSG00000284337,,,,,,,,0.0,,,,
ENSG00000284341,,,,,,,1.2517,45.0,,,,
ENSG00000284393,,,,,,,1.0765,45.0,,,,
ENSG00000284431,,,,,,,0.908,45.0,,,,
ENSG00000284461,,,,,,,1.2028,45.0,,,,
ENSG00000284512,,,,,,,1.0793,45.0,,,,
ENSG00000284526,,,,,,,1.0529,45.0,,,,
ENSG00000284554,,,,,,,0.8873,45.0,,,,
ENSG00000284626,,,,,,,1.1311,45.0,,,,
ENSG00000284684,,,,,,,0.9701,45.0,,,,
ENSG00000284686,,,,,,,1.0841,45.0,,,,
ENSG00000284691,,,,,,,1.1202,45.0,,,,
ENSG00000284695,,,,,,,0.8821,45.0,,,,
ENSG00000284732,,,,,,,1.0559,45.0,,,,
ENSG00000284741,,,,,,,1.1214,45.0,,,,
ENSG00000284762,,,,,,,1.0078,45.0,,,,
ENSG00000284772,,,,,,,0.9688,45.0,,,,
ENSG00000284773,,,,,,,1.1093,45.0,,,,
ENSG00000284776,,,,,,,1.0215,45.0,,,,
ENSG00000284779,,,,,,,0.9049,45.0,,,,
ENSG00000284800,,,,,,,,0.0,,,,
ENSG00000284820,,,,,,,1.0701,45.0,,,,
ENSG00000284874,,,,,,,1.411,45.0,,,,
ENSG00000284895,,,,,,,1.1224,45.0,,,,
ENSG00000284906,,,,,,,0.9754,45.0,,,,
ENSG00000284931,,,,,,,0.9794,45.0,,,,
ENSG00000284934,,,,,,,1.0178,45.0,,,,
ENSG00000284946,,,,,,,1.1497,45.0,,,,
ENSG00000284952,,,,,,,1.0738,45.0,,,,
ENSG00000284956,,,,,,,0.8524,45.0,,,,
ENSG00000284969,,,,,,,1.0206,45.0,,,,
ENSG00000284976,,,,,,,1.2694,45.0,,,,
ENSG00000284987,,,,,,,0.789,45.0,,,,
ENSG00000284989,,,,,,,1.1163,45.0,,,,
ENSG00000285000,,,,,,,1.0029,45.0,,,,
ENSG00000285025,,,,,,,0.9388,45.0,,,,
ENSG00000285043,,,,,,,1.048,45.0,,,,
ENSG00000285053,,,,,,,1.0592,45.0,,,,
ENSG00000285064,,,,,,,0.8919,45.0,,,,
ENSG00000285082,,,,,,,0.9586,45.0,,,,
ENSG00000285085,,,,,,,0.9203,45.0,,,,
ENSG00000285130,,,,,,,0.8506,45.0,,,,
ENSG00000285133,,,,,,,1.3183,45.0,,,,
ENSG00000285162,,,,,,,1.2949,45.0,,,,
ENSG00000285171,,,,,,,0.684,45.0,,,,
ENSG00000285188,,,,,,,0.9384,45.0,,,,
ENSG00000285218,,,,,,,1.1598,45.0,,,,
ENSG00000285238,,,,,,,1.1015,45.0,,,,
ENSG00000285245,,,,,,,1.0459,45.0,,,,
ENSG00000285253,,,,,,,1.0124,45.0,,,,
ENSG00000285269,,,,,,,1.0087,45.0,,,,
ENSG00000285283,,,,,,,0.9982,45.0,,,,
ENSG00000285304,,,,,,,0.8742,45.0,,,,
ENSG00000285329,,,,,,,0.9721,45.0,,,,
ENSG00000285330,,,,,,,0.8829,45.0,,,,
ENSG00000285382,,,,,,,1.2098,45.0,,,,
ENSG00000285404,,,,,,,0.878,45.0,,,,
ENSG00000285437,,,,,,,,0.0,,,,
ENSG00000285444,,,,,,,0.9057,45.0,,,,
ENSG00000285446,,,,,,,0.9303,45.0,,,,
ENSG00000285458,,,,,,,0.883,45.0,,,,
ENSG00000285471,,,,,,,0.9416,45.0,,,,
ENSG00000285476,,,,,,,,0.0,,,,
ENSG00000285505,,,,,,,1.0199,45.0,,,,
ENSG00000285508,,,,,,,1.0497,45.0,,,,
ENSG00000285526,,,,,,,1.1074,45.0,,,,
ENSG00000285528,,,,,,,1.1351,45.0,,,,
ENSG00000285542,,,,,,,1.1592,45.0,,,,
ENSG00000285547,,,,,,,0.7253,45.0,,,,
ENSG00000285558,,,,,,,1.1026,45.0,,,,
ENSG00000285566,,,,,,,,0.0,,,,
ENSG00000285585,,,,,,,1.1109,45.0,,,,
ENSG00000285589,,,,,,,0.8632,45.0,,,,
ENSG00000285602,,,,,,,0.7135,45.0,,,,
ENSG00000285625,,,,,,,1.0827,45.0,,,,
ENSG00000285629,,,,,,,1.0098,45.0,,,,
ENSG00000285635,,,,,,,1.0396,45.0,,,,
ENSG00000285641,,,,,,,1.4258,45.0,,,,
ENSG00000285645,,,,,,,1.0106,45.0,,,,
ENSG00000285655,,,,,,,1.1858,45.0,,,,
ENSG00000285708,,,,,,,0.904,45.0,,,,
ENSG00000285713,,,,,,,0.9007,45.0,,,,
ENSG00000285723,,,,,,,1.0895,45.0,,,,
ENSG00000285733,,,,,,,0.8955,45.0,,,,
ENSG00000285749,,,,,,,0.9002,45.0,,,,
ENSG00000285762,,,,,,,1.0017,45.0,,,,
ENSG00000285772,,,,,,,1.2273,45.0,,,,
ENSG00000285777,,,,,,,1.0904,45.0,,,,
ENSG00000285779,,,,,,,1.5205,45.0,,,,
ENSG00000285791,,,,,,,1.1994,45.0,,,,
ENSG00000285816,,,,,,,1.1431,45.0,,,,
ENSG00000285827,,,,,,,1.0811,45.0,,,,
ENSG00000285837,,,,,,,1.0359,45.0,,,,
ENSG00000285839,,,,,,,1.1213,45.0,,,,
ENSG00000285854,,,,,,,1.2192,45.0,,,,
ENSG00000285868,,,,,,,1.0919,45.0,,,,
ENSG00000285880,,,,,,,0.9083,45.0,,,,
ENSG00000285897,,,,,,,1.2193,45.0,,,,
ENSG00000285901,,,,,,,1.033,45.0,,,,
ENSG00000285920,,,,,,,0.9446,45.0,,,,
ENSG00000285932,,,,,,,1.0252,45.0,,,,
ENSG00000285938,,,,,,,1.0401,45.0,,,,
ENSG00000285942,,,,,,,0.9823,45.0,,,,
ENSG00000285947,,,,,,,1.1354,45.0,,,,
ENSG00000285953,,,,,,,1.2242,45.0,,,,
ENSG00000285976,,,,,,,1.0057,45.0,,,,
ENSG00000285978,,,,,,,1.0771,45.0,,,,
ENSG00000285982,,,,,,,1.223,45.0,,,,
ENSG00000285991,,,,,,,0.9212,45.0,,,,
ENSG00000286001,,,,,,,1.1763,45.0,,,,
ENSG00000286007,,,,,,,0.9781,45.0,,,,
ENSG00000286015,,,,,,,1.1173,45.0,,,,
ENSG00000286022,,,,,,,0.9952,45.0,,,,
ENSG00000286070,,,,,,,0.9935,45.0,,,,
ENSG00000286088,,,,,,,1.0015,45.0,,,,
ENSG00000286098,,,,,,,0.8377,45.0,,,,
ENSG00000286112,,,,,,,1.0165,45.0,,,,
ENSG00000286131,,,,,,,0.7653,45.0,,,,
ENSG00000286132,,,,,,,0.8662,45.0,,,,
ENSG00000286143,,,,,,,1.0664,45.0,,,,
ENSG00000286165,,,,,,,1.0486,45.0,,,,
ENSG00000286185,,,,,,,,0.0,,,,
ENSG00000286190,,,,,,,0.8983,45.0,,,,
ENSG00000286192,,,,,,,1.3765,45.0,,,,
ENSG00000286221,,,,,,,1.0574,45.0,,,,
ENSG00000286224,,,,,,,0.9884,45.0,,,,
ENSG00000286228,,,,,,,,0.0,,,,
ENSG00000286231,,,,,,,1.1191,45.0,,,,
ENSG00000286235,,,,,,,1.0904,45.0,,,,
ENSG00000286239,,,,,,,1.0403,45.0,,,,
ENSG00000286264,,,,,,,1.2116,45.0,,,,
ENSG00000286268,,,,,,,0.6026,45.0,,,,
ENSG00000286905,,,,,,,1.1523,45.0,,,,
ENSG00000287542,,,,,,,0.9325,45.0,,,,
ENSG00000287585,,,,,,,0.8014,45.0,,,,
ENSG00000287694,,,,,,,1.0745,45.0,,,,
ENSG00000287725,,,,,,,1.6224,45.0,,,,
ENSG00000287856,,,,,,,1.0929,45.0,,,,
ENSG00000287908,,,,,,,2.3648,45.0,,,,
ENSG00000288000,,,,,,,1.2588,45.0,,,,
ENSG00000288053,,,,,,,0.6469,45.0,,,,
ENSG00000288208,,,,,,,1.076,45.0,,,,
ENSG00000288258,,,,,,,0.8409,45.0,,,,
ENSG00000288520,,,,,,,0.87,45.0,,,,
ENSG00000288529,,,,,,,0.9402,45.0,,,,
ENSG00000288534,,,,,,,1.0638,45.0,,,,
ENSG00000288550,,,,,,,0.9105,45.0,,,,
ENSG00000288564,,,,,,,1.0504,45.0,,,,
ENSG00000288570,,,,,,,1.0002,45.0,,,,
ENSG00000288591,,,,,,,1.3063,45.0,,,,
ENSG00000288593,,,,,,,1.02,45.0,,,,
ENSG00000288608,,,,,,,1.1567,45.0,,,,
ENSG00000288614,,,,,,,1.0797,45.0,,,,
ENSG00000288623,,,,,,,0.9896,45.0,,,,
ENSG00000288625,,,,,,,1.1967,45.0,,,,
ENSG00000288626,,,,,,,1.552,45.0,,,,
ENSG00000288629,,,,,,,1.1981,45.0,,,,
ENSG00000288634,,,,,,,1.1288,45.0,,,,
ENSG00000288635,,,,,,,1.3261,45.0,,,,
ENSG00000288636,,,,,,,0.9911,45.0,,,,
ENSG00000288637,,,,,,,0.9172,45.0,,,,
ENSG00000288639,,,,,,,1.0825,45.0,,,,
ENSG00000288640,,,,,,,1.2136,45.0,,,,
ENSG00000288643,,,,,,,0.961,45.0,,,,
ENSG00000288644,,,,,,,,0.0,,,,
ENSG00000288645,,,,,,,0.9814,45.0,,,,
ENSG00000288646,,,,,,,1.0192,45.0,,,,
ENSG00000288654,,,,,,,0.8458,45.0,,,,
ENSG00000288656,,,,,,,1.049,45.0,,,,
ENSG00000288661,,,,,,,0.6835,45.0,,,,
ENSG00000288669,,,,,,,0.872,45.0,,,,
ENSG00000288671,,,,,,,1.0775,45.0,,,,
ENSG00000288674,,,,,,,1.0862,45.0,,,,
ENSG00000288678,,,,,,,,0.0,,,,
ENSG00000288681,,,,,,,0.9878,45.0,,,,
ENSG00000288683,,,,,,,1.0433,45.0,,,,
ENSG00000288684,,,,,,,0.8637,45.0,,,,
ENSG00000288695,,,,,,,0.989,45.0,,,,
ENSG00000288698,,,,,,,1.0947,45.0,,,,
ENSG00000288699,,,,,,,0.9749,45.0,,,,
ENSG00000288706,,,,,,,0.6571,45.0,,,,
ENSG00000288708,,,,,,,0.9554,45.0,,,,
ENSG00000288710,,,,,,,1.173,45.0,,,,
ENSG00000288711,,,,,,,0.9689,45.0,,,,
ENSG00000288712,,,,,,,0.6554,45.0,,,,
ENSG00000288715,,,,,,,1.0811,45.0,,,,
ENSG00000288716,,,,,,,0.7429,45.0,,,,
ENSG00000288721,,,,,,,1.008,45.0,,,,
ENSG00000288725,,,,,,,1.1588,45.0,,,,
ENTHD1,,,,0.0021,0.0059,83.0,0.9131,45.0,0.0328,53.0,0.0039,53.0
ENTPD1,,,,1.298,0.6616,83.0,1.006,45.0,0.0217,53.0,0.0347,53.0
ENTPD2,,,,1.1685,1.0887,83.0,1.2691,45.0,0.0483,53.0,-0.0295,53.0
ENTPD3,,,,0.8715,1.0827,83.0,0.8406,45.0,0.0159,53.0,0.0658,53.0
ENTPD4,,,,4.5616,0.719,83.0,0.8642,45.0,0.0167,53.0,0.0742,53.0
ENTPD5,,,,3.5601,0.5067,83.0,1.1833,45.0,0.0359,53.0,0.0101,53.0
ENTPD6,,,,5.6191,0.7955,83.0,1.1495,45.0,0.0271,53.0,0.0532,53.0
ENTPD7,,,,2.5387,0.6087,83.0,1.0261,45.0,0.0465,53.0,-0.0496,53.0
ENTPD8,,,,0.6569,0.6955,83.0,1.0958,45.0,0.0607,53.0,-0.0876,53.0
ENTR1,,,,5.6382,0.6146,83.0,1.1237,45.0,0.0775,53.0,-0.1033,53.0
ENTREP1,,,,1.0848,1.0665,83.0,1.0022,45.0,0.0667,53.0,-0.0879,53.0
ENTREP2,,,,0.3111,0.6426,83.0,0.9939,45.0,0.0239,53.0,0.0157,53.0
ENTREP3,,,,4.327,0.7159,83.0,1.2439,45.0,0.1326,53.0,-0.1724,53.0
ENY2,,,,7.6458,0.622,83.0,1.1626,45.0,0.258,53.0,-0.2561,53.0
EOGT,,,,3.4216,0.714,83.0,0.9191,45.0,0.0479,53.0,-0.0071,53.0
EOLA1,,,,3.6507,0.5994,83.0,0.9311,45.0,0.0379,48.0,0.0514,48.0
EOLA2,,,,4.6765,0.7001,83.0,0.9495,45.0,0.0213,48.0,0.0366,48.0
EOMES,,,,0.4226,0.5813,83.0,0.8835,45.0,0.0275,53.0,0.0098,53.0
EP300,0.0,0.0,131.0,4.4427,0.5499,83.0,0.9263,45.0,0.2847,53.0,-0.2462,53.0
EP400,,,,4.0535,0.4956,83.0,1.0641,45.0,0.8971,53.0,-0.9326,53.0
EPAS1,,,,5.6906,1.5071,83.0,1.2637,45.0,0.0409,53.0,-0.0008,53.0
EPB41,,,,3.7591,0.821,83.0,0.9496,45.0,0.0381,53.0,-0.0076,53.0
EPB41L1,,,,4.5523,0.9643,83.0,1.3634,45.0,0.0316,53.0,-0.0047,53.0
EPB41L2,,,,4.2377,1.977,83.0,0.9035,45.0,0.0365,53.0,-0.0265,53.0
EPB41L3,,,,1.7246,2.0427,83.0,0.9733,45.0,0.0173,53.0,0.0759,53.0
EPB41L4A,,,,1.6796,1.2807,83.0,1.0126,45.0,0.0306,53.0,0.0037,53.0
EPB41L4B,,,,3.2897,0.9916,83.0,1.0324,45.0,0.0264,53.0,0.0338,53.0
EPB41L5,,,,3.5448,0.854,83.0,1.0927,45.0,0.0746,53.0,-0.0832,53.0
EPB42,,,,0.0065,0.0372,83.0,1.0022,45.0,0.1522,53.0,-0.2005,53.0
EPC1,,,,3.8668,0.5085,83.0,1.0107,45.0,0.414,53.0,-0.4039,53.0
EPC2,,,,3.4732,0.5136,83.0,1.0286,45.0,0.363,53.0,-0.349,53.0
EPCAM,,,,7.1582,2.6948,83.0,1.1638,45.0,0.0964,53.0,-0.1088,53.0
